"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"	"parents"
"query_1"	TRUE	0.0000246205295228014	854	99	19	0.191919191919192	0.022248243559719	"GO:0001816"	"GO:BP"	"cytokine production"	18123	594	"GO:0010467, GO:0032501"
"query_1"	TRUE	0.0000295345675769364	157	99	9	0.0909090909090909	0.0573248407643312	"GO:0046631"	"GO:BP"	"alpha-beta T cell activation"	18123	14291	"GO:0042110"
"query_1"	TRUE	0.0000602686594374253	566	99	15	0.151515151515152	0.0265017667844523	"GO:0002521"	"GO:BP"	"leukocyte differentiation"	18123	1175	"GO:0030097, GO:0030154"
"query_1"	TRUE	0.0000668400520198997	495	99	14	0.141414141414141	0.0282828282828283	"GO:0042110"	"GO:BP"	"T cell activation"	18123	11574	"GO:0046649"
"query_1"	TRUE	0.0000733508783200519	2368	99	32	0.323232323232323	0.0135135135135135	"GO:0048584"	"GO:BP"	"positive regulation of response to stimulus"	18123	14941	"GO:0048518, GO:0048583, GO:0050896"
"query_1"	TRUE	0.0000838061740443055	847	99	18	0.181818181818182	0.0212514757969303	"GO:0001817"	"GO:BP"	"regulation of cytokine production"	18123	595	"GO:0001816, GO:0010468, GO:0051239"
"query_1"	TRUE	0.000106648341203852	33	99	5	0.0505050505050505	0.151515151515152	"GO:0032633"	"GO:BP"	"interleukin-4 production"	18123	8906	"GO:0001816"
"query_1"	TRUE	0.000106648341203852	33	99	5	0.0505050505050505	0.151515151515152	"GO:0032673"	"GO:BP"	"regulation of interleukin-4 production"	18123	8946	"GO:0001817, GO:0032633"
"query_1"	TRUE	0.000128430241528834	99	99	7	0.0707070707070707	0.0707070707070707	"GO:0002824"	"GO:BP"	"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	18123	1467	"GO:0002460, GO:0002821, GO:0002822"
"query_1"	TRUE	0.000140821608887396	387	99	12	0.121212121212121	0.0310077519379845	"GO:0030098"	"GO:BP"	"lymphocyte differentiation"	18123	7724	"GO:0046649, GO:1903131"
"query_1"	TRUE	0.000160697682390122	104	99	7	0.0707070707070707	0.0673076923076923	"GO:0002821"	"GO:BP"	"positive regulation of adaptive immune response"	18123	1464	"GO:0002250, GO:0002819, GO:0050778"
"query_1"	TRUE	0.000160697682390122	104	99	7	0.0707070707070707	0.0673076923076923	"GO:0035710"	"GO:BP"	"CD4-positive, alpha-beta T cell activation"	18123	10606	"GO:0046631"
"query_1"	TRUE	0.000213779314774674	156	99	8	0.0808080808080808	0.0512820512820513	"GO:0002706"	"GO:BP"	"regulation of lymphocyte mediated immunity"	18123	1356	"GO:0002449, GO:0002703"
"query_1"	TRUE	0.000224517633318846	212	99	9	0.0909090909090909	0.0424528301886792	"GO:0002703"	"GO:BP"	"regulation of leukocyte mediated immunity"	18123	1353	"GO:0002443, GO:0002697"
"query_1"	TRUE	0.000247570701718609	2544	99	32	0.323232323232323	0.0125786163522013	"GO:0006955"	"GO:BP"	"immune response"	18123	2901	"GO:0002376, GO:0050896"
"query_1"	TRUE	0.000296281645169726	75	99	6	0.0606060606060606	0.08	"GO:0002292"	"GO:BP"	"T cell differentiation involved in immune response"	18123	956	"GO:0002286, GO:0030217"
"query_1"	TRUE	0.00031567873445652	1601	99	24	0.242424242424242	0.0149906308557152	"GO:0043207"	"GO:BP"	"response to external biotic stimulus"	18123	12235	"GO:0009605, GO:0009607"
"query_1"	TRUE	0.00031567873445652	1600	99	24	0.242424242424242	0.015	"GO:0051707"	"GO:BP"	"response to other organism"	18123	16102	"GO:0043207, GO:0044419"
"query_1"	TRUE	0.00031567873445652	1956	99	27	0.272727272727273	0.0138036809815951	"GO:0006952"	"GO:BP"	"defense response"	18123	2898	"GO:0006950"
"query_1"	TRUE	0.000352203169255464	45	99	5	0.0505050505050505	0.111111111111111	"GO:0042088"	"GO:BP"	"T-helper 1 type immune response"	18123	11566	"GO:0002460"
"query_1"	TRUE	0.00036097477063361	780	99	16	0.161616161616162	0.0205128205128205	"GO:0046649"	"GO:BP"	"lymphocyte activation"	18123	14309	"GO:0045321"
"query_1"	TRUE	0.000410434329918286	984	99	18	0.181818181818182	0.0182926829268293	"GO:0048534"	"GO:BP"	"hematopoietic or lymphoid organ development"	18123	14899	"GO:0002520, GO:0048513"
"query_1"	TRUE	0.000410434329918286	1639	99	24	0.242424242424242	0.0146430750457596	"GO:0009607"	"GO:BP"	"response to biotic stimulus"	18123	3992	"GO:0050896"
"query_1"	TRUE	0.000410434329918286	888	99	17	0.171717171717172	0.0191441441441441	"GO:0002443"	"GO:BP"	"leukocyte mediated immunity"	18123	1098	"GO:0002252"
"query_1"	TRUE	0.000450781185628568	1768	99	25	0.252525252525253	0.0141402714932127	"GO:0044419"	"GO:BP"	"biological process involved in interspecies interaction between organisms"	18123	12824	"GO:0008150"
"query_1"	TRUE	0.00055338581485017	1222	99	20	0.202020202020202	0.016366612111293	"GO:0098542"	"GO:BP"	"defense response to other organism"	18123	22049	"GO:0006952, GO:0006955, GO:0051707"
"query_1"	TRUE	0.000564846397956477	88	99	6	0.0606060606060606	0.0681818181818182	"GO:0060333"	"GO:BP"	"interferon-gamma-mediated signaling pathway"	18123	17158	"GO:0019221, GO:0071346"
"query_1"	TRUE	0.00073364439034461	1037	99	18	0.181818181818182	0.017357762777242	"GO:0002520"	"GO:BP"	"immune system development"	18123	1174	"GO:0002376, GO:0048731"
"query_1"	TRUE	0.000778583260052653	566	99	13	0.131313131313131	0.0229681978798587	"GO:0002253"	"GO:BP"	"activation of immune response"	18123	917	"GO:0002376, GO:0050778"
"query_1"	TRUE	0.000815762002191496	946	99	17	0.171717171717172	0.0179704016913319	"GO:0030097"	"GO:BP"	"hemopoiesis"	18123	7723	"GO:0048534"
"query_1"	TRUE	0.000821195202952343	3438	99	37	0.373737373737374	0.0107620709714951	"GO:0002376"	"GO:BP"	"immune system process"	18123	1038	"GO:0008150"
"query_1"	TRUE	0.000878494570816602	202	99	8	0.0808080808080808	0.0396039603960396	"GO:0050852"	"GO:BP"	"T cell receptor signaling pathway"	18123	15417	"GO:0050851"
"query_1"	TRUE	0.000990755097762168	498	99	12	0.121212121212121	0.0240963855421687	"GO:0001819"	"GO:BP"	"positive regulation of cytokine production"	18123	597	"GO:0001816, GO:0001817, GO:0010628, GO:0051240"
"query_1"	TRUE	0.00101419439426512	29	99	4	0.0404040404040404	0.137931034482759	"GO:0002825"	"GO:BP"	"regulation of T-helper 1 type immune response"	18123	1468	"GO:0002822, GO:0042088"
"query_1"	TRUE	0.00111676163397271	102	99	6	0.0606060606060606	0.0588235294117647	"GO:0002456"	"GO:BP"	"T cell mediated immunity"	18123	1111	"GO:0002449, GO:0002460"
"query_1"	TRUE	0.00122390713485844	104	99	6	0.0606060606060606	0.0576923076923077	"GO:0046634"	"GO:BP"	"regulation of alpha-beta T cell activation"	18123	14294	"GO:0046631, GO:0050863"
"query_1"	TRUE	0.00141200212102951	107	99	6	0.0606060606060606	0.0560747663551402	"GO:0002708"	"GO:BP"	"positive regulation of lymphocyte mediated immunity"	18123	1358	"GO:0002449, GO:0002705, GO:0002706"
"query_1"	TRUE	0.00155063344963446	2	99	2	0.0202020202020202	1	"GO:0035712"	"GO:BP"	"T-helper 2 cell activation"	18123	10608	"GO:0035710"
"query_1"	TRUE	0.00155471844116785	66	99	5	0.0505050505050505	0.0757575757575758	"GO:0042093"	"GO:BP"	"T-helper cell differentiation"	18123	11568	"GO:0002294"
"query_1"	TRUE	0.00158780964971256	67	99	5	0.0505050505050505	0.0746268656716418	"GO:0046635"	"GO:BP"	"positive regulation of alpha-beta T cell activation"	18123	14295	"GO:0046631, GO:0046634, GO:0050870"
"query_1"	TRUE	0.00158780964971256	1341	99	20	0.202020202020202	0.0149142431021626	"GO:0045321"	"GO:BP"	"leukocyte activation"	18123	13259	"GO:0001775, GO:0002376"
"query_1"	TRUE	0.00158780964971256	67	99	5	0.0505050505050505	0.0746268656716418	"GO:2000514"	"GO:BP"	"regulation of CD4-positive, alpha-beta T cell activation"	18123	29705	"GO:0035710, GO:0046634"
"query_1"	TRUE	0.0016238833971922	112	99	6	0.0606060606060606	0.0535714285714286	"GO:0002286"	"GO:BP"	"T cell activation involved in immune response"	18123	950	"GO:0002285, GO:0042110"
"query_1"	TRUE	0.0016238833971922	450	99	11	0.111111111111111	0.0244444444444444	"GO:0022407"	"GO:BP"	"regulation of cell-cell adhesion"	18123	7605	"GO:0030155, GO:0098609"
"query_1"	TRUE	0.0016238833971922	68	99	5	0.0505050505050505	0.0735294117647059	"GO:0002294"	"GO:BP"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	18123	958	"GO:0002293, GO:0043367"
"query_1"	TRUE	0.0016480441956625	113	99	6	0.0606060606060606	0.0530973451327434	"GO:0046632"	"GO:BP"	"alpha-beta T cell differentiation"	18123	14292	"GO:0030217, GO:0046631"
"query_1"	TRUE	0.00166276230818105	69	99	5	0.0505050505050505	0.072463768115942	"GO:0002293"	"GO:BP"	"alpha-beta T cell differentiation involved in immune response"	18123	957	"GO:0002287, GO:0002292, GO:0046632"
"query_1"	TRUE	0.00166276230818105	69	99	5	0.0505050505050505	0.072463768115942	"GO:0002287"	"GO:BP"	"alpha-beta T cell activation involved in immune response"	18123	951	"GO:0002286, GO:0046631"
"query_1"	TRUE	0.00166929165654854	1135	99	18	0.181818181818182	0.0158590308370044	"GO:0002252"	"GO:BP"	"immune effector process"	18123	916	"GO:0002376"
"query_1"	TRUE	0.00226795202600071	177	99	7	0.0707070707070707	0.0395480225988701	"GO:0071346"	"GO:BP"	"cellular response to interferon-gamma"	18123	19431	"GO:0034341, GO:0071345"
"query_1"	TRUE	0.00227655997398998	38	99	4	0.0404040404040404	0.105263157894737	"GO:2000516"	"GO:BP"	"positive regulation of CD4-positive, alpha-beta T cell activation"	18123	29707	"GO:0035710, GO:0046635, GO:2000514"
"query_1"	TRUE	0.00232729645283449	475	99	11	0.111111111111111	0.0231578947368421	"GO:0002757"	"GO:BP"	"immune response-activating signal transduction"	18123	1401	"GO:0002253, GO:0002764"
"query_1"	TRUE	0.00232729645283449	475	99	11	0.111111111111111	0.0231578947368421	"GO:0002429"	"GO:BP"	"immune response-activating cell surface receptor signaling pathway"	18123	1084	"GO:0002757, GO:0002768"
"query_1"	TRUE	0.0026691079838073	321	99	9	0.0909090909090909	0.0280373831775701	"GO:0050851"	"GO:BP"	"antigen receptor-mediated signaling pathway"	18123	15416	"GO:0002429"
"query_1"	TRUE	0.00277475402464559	127	99	6	0.0606060606060606	0.047244094488189	"GO:0002705"	"GO:BP"	"positive regulation of leukocyte mediated immunity"	18123	1355	"GO:0002443, GO:0002699, GO:0002703"
"query_1"	TRUE	0.00302039643551566	80	99	5	0.0505050505050505	0.0625	"GO:0002709"	"GO:BP"	"regulation of T cell mediated immunity"	18123	1359	"GO:0002456, GO:0002706, GO:0002822"
"query_1"	TRUE	0.00311519078011263	4321	99	41	0.414141414141414	0.00948854431844481	"GO:0006950"	"GO:BP"	"response to stress"	18123	2897	"GO:0050896"
"query_1"	TRUE	0.00335449310289074	3	99	2	0.0202020202020202	0.666666666666667	"GO:1900453"	"GO:BP"	"negative regulation of long-term synaptic depression"	18123	23759	"GO:0048519, GO:0050806, GO:0060292, GO:1900452"
"query_1"	TRUE	0.00335449310289074	3	99	2	0.0202020202020202	0.666666666666667	"GO:0045626"	"GO:BP"	"negative regulation of T-helper 1 cell differentiation"	18123	13400	"GO:0002826, GO:0045063, GO:0045623, GO:0045625"
"query_1"	TRUE	0.00340322127122206	193	99	7	0.0707070707070707	0.0362694300518135	"GO:0002285"	"GO:BP"	"lymphocyte activation involved in immune response"	18123	949	"GO:0002366, GO:0046649"
"query_1"	TRUE	0.00372708849805399	421	99	10	0.101010101010101	0.0237529691211401	"GO:0002697"	"GO:BP"	"regulation of immune effector process"	18123	1347	"GO:0002252, GO:0002682"
"query_1"	TRUE	0.00372708849805399	85	99	5	0.0505050505050505	0.0588235294117647	"GO:0043367"	"GO:BP"	"CD4-positive, alpha-beta T cell differentiation"	18123	12306	"GO:0035710, GO:0046632"
"query_1"	TRUE	0.00379536046285187	510	99	11	0.111111111111111	0.0215686274509804	"GO:0002768"	"GO:BP"	"immune response-regulating cell surface receptor signaling pathway"	18123	1412	"GO:0002764, GO:0007166"
"query_1"	TRUE	0.00379536046285187	198	99	7	0.0707070707070707	0.0353535353535354	"GO:0034341"	"GO:BP"	"response to interferon-gamma"	18123	9881	"GO:0034097, GO:0045087"
"query_1"	TRUE	0.00393944760909621	513	99	11	0.111111111111111	0.0214424951267057	"GO:0002764"	"GO:BP"	"immune response-regulating signaling pathway"	18123	1408	"GO:0007165, GO:0050776"
"query_1"	TRUE	0.00500135552887318	19	99	3	0.0303030303030303	0.157894736842105	"GO:0002483"	"GO:BP"	"antigen processing and presentation of endogenous peptide antigen"	18123	1138	"GO:0019883, GO:0048002"
"query_1"	TRUE	0.00551751359686889	1507	99	20	0.202020202020202	0.013271400132714	"GO:0001775"	"GO:BP"	"cell activation"	18123	561	"GO:0009987"
"query_1"	TRUE	0.00572275388213916	20	99	3	0.0303030303030303	0.15	"GO:0045063"	"GO:BP"	"T-helper 1 cell differentiation"	18123	13150	"GO:0042088, GO:0042093"
"query_1"	TRUE	0.00572574516602186	286	99	8	0.0808080808080808	0.027972027972028	"GO:0022409"	"GO:BP"	"positive regulation of cell-cell adhesion"	18123	7607	"GO:0022407, GO:0045785, GO:0098609"
"query_1"	TRUE	0.00572574516602186	3114	99	32	0.323232323232323	0.0102761721258831	"GO:0009605"	"GO:BP"	"response to external stimulus"	18123	3990	"GO:0050896"
"query_1"	TRUE	0.00577345591901378	4	99	2	0.0202020202020202	0.5	"GO:1902603"	"GO:BP"	"carnitine transmembrane transport"	18123	25737	"GO:0015879, GO:0098655"
"query_1"	TRUE	0.00601677188875378	52	99	4	0.0404040404040404	0.0769230769230769	"GO:0002711"	"GO:BP"	"positive regulation of T cell mediated immunity"	18123	1361	"GO:0002456, GO:0002708, GO:0002709, GO:0002824"
"query_1"	TRUE	0.00608440024199858	290	99	8	0.0808080808080808	0.0275862068965517	"GO:1902105"	"GO:BP"	"regulation of leukocyte differentiation"	18123	25327	"GO:0002521, GO:0045595, GO:1903706"
"query_1"	TRUE	0.006587388883722	221	99	7	0.0707070707070707	0.0316742081447964	"GO:0016064"	"GO:BP"	"immunoglobulin mediated immune response"	18123	5684	"GO:0019724"
"query_1"	TRUE	0.006587388883722	221	99	7	0.0707070707070707	0.0316742081447964	"GO:0050870"	"GO:BP"	"positive regulation of T cell activation"	18123	15435	"GO:0042110, GO:0050863, GO:0051251, GO:1903039"
"query_1"	TRUE	0.006812716377292	100	99	5	0.0505050505050505	0.05	"GO:0032642"	"GO:BP"	"regulation of chemokine production"	18123	8915	"GO:0001817, GO:0032602"
"query_1"	TRUE	0.00693965800240006	224	99	7	0.0707070707070707	0.03125	"GO:0019724"	"GO:BP"	"B cell mediated immunity"	18123	6956	"GO:0002449, GO:0002460"
"query_1"	TRUE	0.00693965800240006	55	99	4	0.0404040404040404	0.0727272727272727	"GO:0070228"	"GO:BP"	"regulation of lymphocyte apoptotic process"	18123	18780	"GO:0070227, GO:2000106"
"query_1"	TRUE	0.00693965800240006	101	99	5	0.0505050505050505	0.0495049504950495	"GO:0032602"	"GO:BP"	"chemokine production"	18123	8875	"GO:0001816"
"query_1"	TRUE	0.00755732638093291	228	99	7	0.0707070707070707	0.0307017543859649	"GO:0002699"	"GO:BP"	"positive regulation of immune effector process"	18123	1349	"GO:0002252, GO:0002684, GO:0002697"
"query_1"	TRUE	0.00852276962366515	5	99	2	0.0202020202020202	0.4	"GO:0015879"	"GO:BP"	"carnitine transport"	18123	5558	"GO:0015695, GO:0015838"
"query_1"	TRUE	0.00852276962366515	5	99	2	0.0202020202020202	0.4	"GO:0002339"	"GO:BP"	"B cell selection"	18123	1003	"GO:0002376, GO:0030183"
"query_1"	TRUE	0.00862122137746774	4416	99	40	0.404040404040404	0.00905797101449275	"GO:0048583"	"GO:BP"	"regulation of response to stimulus"	18123	14940	"GO:0050789, GO:0050896"
"query_1"	TRUE	0.01041669644102	26	99	3	0.0303030303030303	0.115384615384615	"GO:0019883"	"GO:BP"	"antigen processing and presentation of endogenous antigen"	18123	7018	"GO:0019882"
"query_1"	TRUE	0.01041669644102	26	99	3	0.0303030303030303	0.115384615384615	"GO:0032753"	"GO:BP"	"positive regulation of interleukin-4 production"	18123	9026	"GO:0001819, GO:0032633, GO:0032673"
"query_1"	TRUE	0.01041669644102	26	99	3	0.0303030303030303	0.115384615384615	"GO:0034114"	"GO:BP"	"regulation of heterotypic cell-cell adhesion"	18123	9710	"GO:0022407, GO:0034113"
"query_1"	TRUE	0.01041669644102	243	99	7	0.0707070707070707	0.0288065843621399	"GO:1903039"	"GO:BP"	"positive regulation of leukocyte cell-cell adhesion"	18123	26125	"GO:0007159, GO:0022409, GO:1903037"
"query_1"	TRUE	0.0120010209375446	116	99	5	0.0505050505050505	0.0431034482758621	"GO:0032649"	"GO:BP"	"regulation of interferon-gamma production"	18123	8922	"GO:0001817, GO:0032609"
"query_1"	TRUE	0.0123653209210646	117	99	5	0.0505050505050505	0.0427350427350427	"GO:0032609"	"GO:BP"	"interferon-gamma production"	18123	8882	"GO:0001816"
"query_1"	TRUE	0.0135744101169602	183	99	6	0.0606060606060606	0.0327868852459016	"GO:0045619"	"GO:BP"	"regulation of lymphocyte differentiation"	18123	13393	"GO:0030098, GO:0051249, GO:1902105"
"query_1"	TRUE	0.0138364342211291	614	99	11	0.111111111111111	0.0179153094462541	"GO:0002683"	"GO:BP"	"negative regulation of immune system process"	18123	1333	"GO:0002376, GO:0002682, GO:0048519"
"query_1"	TRUE	0.0138364342211291	424	99	9	0.0909090909090909	0.0212264150943396	"GO:1903706"	"GO:BP"	"regulation of hemopoiesis"	18123	26730	"GO:0002682, GO:0030097, GO:2000026"
"query_1"	TRUE	0.0140978393133703	824	99	13	0.131313131313131	0.0157766990291262	"GO:0019221"	"GO:BP"	"cytokine-mediated signaling pathway"	18123	6495	"GO:0007166, GO:0071345"
"query_1"	TRUE	0.0144478020715347	341	99	8	0.0808080808080808	0.0234604105571848	"GO:1903037"	"GO:BP"	"regulation of leukocyte cell-cell adhesion"	18123	26123	"GO:0007159, GO:0022407"
"query_1"	TRUE	0.0144478020715347	341	99	8	0.0808080808080808	0.0234604105571848	"GO:0050863"	"GO:BP"	"regulation of T cell activation"	18123	15428	"GO:0042110, GO:0051249"
"query_1"	TRUE	0.0146808792449254	523	99	10	0.101010101010101	0.0191204588910134	"GO:0051249"	"GO:BP"	"regulation of lymphocyte activation"	18123	15750	"GO:0002694, GO:0046649"
"query_1"	TRUE	0.0147955405420653	7	99	2	0.0202020202020202	0.285714285714286	"GO:0015838"	"GO:BP"	"amino-acid betaine transport"	18123	5520	"GO:0015697, GO:0072337"
"query_1"	TRUE	0.0147955405420653	7	99	2	0.0202020202020202	0.285714285714286	"GO:0048289"	"GO:BP"	"isotype switching to IgE isotypes"	18123	14710	"GO:0045190"
"query_1"	TRUE	0.0147955405420653	7	99	2	0.0202020202020202	0.285714285714286	"GO:0048293"	"GO:BP"	"regulation of isotype switching to IgE isotypes"	18123	14714	"GO:0045191, GO:0048289"
"query_1"	TRUE	0.0147955405420653	264	99	7	0.0707070707070707	0.0265151515151515	"GO:0030217"	"GO:BP"	"T cell differentiation"	18123	7779	"GO:0030098, GO:0042110"
"query_1"	TRUE	0.0147955405420653	71	99	4	0.0404040404040404	0.0563380281690141	"GO:0032722"	"GO:BP"	"positive regulation of chemokine production"	18123	8995	"GO:0001819, GO:0032602, GO:0032642"
"query_1"	TRUE	0.0147955405420653	7	99	2	0.0202020202020202	0.285714285714286	"GO:0045630"	"GO:BP"	"positive regulation of T-helper 2 cell differentiation"	18123	13404	"GO:0002830, GO:0045064, GO:0045624, GO:0045628"
"query_1"	TRUE	0.0147955405420653	7	99	2	0.0202020202020202	0.285714285714286	"GO:0002826"	"GO:BP"	"negative regulation of T-helper 1 type immune response"	18123	1469	"GO:0002823, GO:0002825, GO:0042088"
"query_1"	TRUE	0.0154718235344363	72	99	4	0.0404040404040404	0.0555555555555556	"GO:0032729"	"GO:BP"	"positive regulation of interferon-gamma production"	18123	9002	"GO:0001819, GO:0032609, GO:0032649"
"query_1"	TRUE	0.0164078493052592	32	99	3	0.0303030303030303	0.09375	"GO:0043372"	"GO:BP"	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	18123	12311	"GO:0043367, GO:0043370, GO:0046638, GO:2000516"
"query_1"	TRUE	0.0164078493052592	32	99	3	0.0303030303030303	0.09375	"GO:0002828"	"GO:BP"	"regulation of type 2 immune response"	18123	1471	"GO:0042092, GO:0050776"
"query_1"	TRUE	0.0166680066283027	74	99	4	0.0404040404040404	0.0540540540540541	"GO:0070227"	"GO:BP"	"lymphocyte apoptotic process"	18123	18779	"GO:0071887"
"query_1"	TRUE	0.0166680066283027	962	99	14	0.141414141414141	0.0145530145530146	"GO:0006954"	"GO:BP"	"inflammatory response"	18123	2900	"GO:0006952"
"query_1"	TRUE	0.0172937790252706	198	99	6	0.0606060606060606	0.0303030303030303	"GO:0022408"	"GO:BP"	"negative regulation of cell-cell adhesion"	18123	7606	"GO:0007162, GO:0022407, GO:0098609"
"query_1"	TRUE	0.0172937790252706	75	99	4	0.0404040404040404	0.0533333333333333	"GO:0001910"	"GO:BP"	"regulation of leukocyte mediated cytotoxicity"	18123	652	"GO:0001909, GO:0002703, GO:0031341"
"query_1"	TRUE	0.0181189935695115	8	99	2	0.0202020202020202	0.25	"GO:0035655"	"GO:BP"	"interleukin-18-mediated signaling pathway"	18123	10561	"GO:0019221, GO:0071351"
"query_1"	TRUE	0.0181189935695115	8	99	2	0.0202020202020202	0.25	"GO:0071351"	"GO:BP"	"cellular response to interleukin-18"	18123	19436	"GO:0070673, GO:0071345"
"query_1"	TRUE	0.0187477932941424	202	99	6	0.0606060606060606	0.0297029702970297	"GO:0051168"	"GO:BP"	"nuclear export"	18123	15683	"GO:0006913"
"query_1"	TRUE	0.0194273313789228	457	99	9	0.0909090909090909	0.0196936542669584	"GO:0051090"	"GO:BP"	"regulation of DNA-binding transcription factor activity"	18123	15613	"GO:0006355, GO:0065009"
"query_1"	TRUE	0.0194273313789228	366	99	8	0.0808080808080808	0.0218579234972678	"GO:0051251"	"GO:BP"	"positive regulation of lymphocyte activation"	18123	15752	"GO:0002696, GO:0046649, GO:0051249"
"query_1"	TRUE	0.019787048749708	35	99	3	0.0303030303030303	0.0857142857142857	"GO:0001914"	"GO:BP"	"regulation of T cell mediated cytotoxicity"	18123	656	"GO:0001910, GO:0001913, GO:0002709"
"query_1"	TRUE	0.0201345804397019	206	99	6	0.0606060606060606	0.029126213592233	"GO:0042098"	"GO:BP"	"T cell proliferation"	18123	11569	"GO:0042110, GO:0046651"
"query_1"	TRUE	0.0207426115166505	662	99	11	0.111111111111111	0.0166163141993958	"GO:0050865"	"GO:BP"	"regulation of cell activation"	18123	15430	"GO:0001775, GO:0050794"
"query_1"	TRUE	0.0210264404106637	36	99	3	0.0303030303030303	0.0833333333333333	"GO:0042092"	"GO:BP"	"type 2 immune response"	18123	11567	"GO:0006955"
"query_1"	TRUE	0.0211445188192428	373	99	8	0.0808080808080808	0.0214477211796247	"GO:0050777"	"GO:BP"	"negative regulation of immune response"	18123	15360	"GO:0002683, GO:0006955, GO:0048585, GO:0050776"
"query_1"	TRUE	0.0216990324353645	9	99	2	0.0202020202020202	0.222222222222222	"GO:0043382"	"GO:BP"	"positive regulation of memory T cell differentiation"	18123	12321	"GO:0002699, GO:0043379, GO:0043380, GO:0045582, GO:0050778"
"query_1"	TRUE	0.0223145554346655	377	99	8	0.0808080808080808	0.0212201591511936	"GO:0007159"	"GO:BP"	"leukocyte cell-cell adhesion"	18123	3072	"GO:0098609"
"query_1"	TRUE	0.0223427355918082	889	99	13	0.131313131313131	0.0146231721034871	"GO:0031347"	"GO:BP"	"regulation of defense response"	18123	8304	"GO:0006952, GO:0080134"
